epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,2109.58,1.19683,0.56236,1.19522,0.93126,0.81403,0.91138,0.42872,1.96368,0.83858,1.8515,0.0002576,0.0002576,0.0002576
90,2133.29,1.20519,0.55609,1.19388,0.90275,0.83262,0.90859,0.42899,1.97205,0.85894,1.82953,0.0002378,0.0002378,0.0002378
91,2195.94,1.16897,0.49655,1.20268,0.91087,0.83333,0.91087,0.43293,1.95803,0.83164,1.82891,0.000218,0.000218,0.000218
92,2218.7,1.14121,0.47569,1.18461,0.85128,0.88442,0.90432,0.42771,1.97881,0.84351,1.85276,0.0001982,0.0001982,0.0001982
93,2241.27,1.13196,0.47765,1.17645,0.91627,0.82403,0.89652,0.42093,1.97374,0.83723,1.85091,0.0001784,0.0001784,0.0001784
94,2263.9,1.11964,0.46813,1.17037,0.86577,0.86695,0.90381,0.43224,1.96579,0.82534,1.85965,0.0001586,0.0001586,0.0001586
95,2286.73,1.10667,0.46041,1.16888,0.90813,0.8412,0.90289,0.43223,1.98194,0.82166,1.85005,0.0001388,0.0001388,0.0001388
96,2309.67,1.10835,0.45998,1.16277,0.88585,0.85408,0.90377,0.43356,1.96832,0.83721,1.86627,0.000119,0.000119,0.000119
97,2332.68,1.09457,0.45793,1.15842,0.91932,0.8412,0.90253,0.4325,1.96967,0.84009,1.89001,9.92e-05,9.92e-05,9.92e-05
98,2355.42,1.09507,0.45832,1.15584,0.92414,0.83657,0.9066,0.42927,1.97704,0.8494,1.86738,7.94e-05,7.94e-05,7.94e-05
99,2378.37,1.08597,0.45858,1.15063,0.91029,0.82833,0.90529,0.43297,1.97074,0.84075,1.87336,5.96e-05,5.96e-05,5.96e-05
100,2401.32,1.07689,0.4496,1.14286,0.91939,0.83215,0.90513,0.43019,1.97913,0.85109,1.86941,3.98e-05,3.98e-05,3.98e-05
